Gene name,Chromosome/scaffold name,Gene start (bp)
RPL7AP7,HSCHR6_MHC_QBL,29768168
MORF4L2-AS1,X,102942212
AC007463.2,2,8026901
SHISA2,13,26618735
BX323860.1,1,230184929
AC127383.1,2,68672842
CTD-3222D19.10,19,16676362
RNU6-745P,15,70485575
XXbac-BPG170G13.32,6,29719742
SNORD81,1,86057963
CTD-2349P21.11,17,29161343
RP11-93I21.2,4,125356905
RP11-395A13.2,2,128644130
RP11-84A19.4,1,32317514
RP11-106E7.1,6,144719095
RP5-956O18.2,1,230394440
VIP,6,153071933
OR10U1P,12,55587666
RP11-290M5.2,1,86064814
MRPL45P1,2,88664214
AC011648.1,15,70487977
XXbac-BPG170G13.31,6,29731035
U3,8,124192551
CTD-3222D19.5,19,16697716
RP11-415D17.3,6,76066930
RP4-534N18.2,1,32398621
AC012306.2,2,128688901
RP11-77B22.1,8,15800634
RP11-963H4.2,17,10648870
AC112693.2,15,93749295
AC074389.6,7,1732446
RP11-539E17.5,8,124193878
RNA5SP51,1,86349363
RNU6-1088P,12,120751041
CTC-429P9.2,19,16721222
OR6C69P,12,55656323
RNU6-307P,1,174965661
EPHA1-AS1,7,143104906
RP11-277A4.4,1,32517892
CTC-265N9.1,5,170066162
RP4-682E18.1,1,86495537
RP11-543G18.1,15,70613915
CTC-429P9.1,19,16741554
Y_RNA,1,174991615
RNU6-298P,17,29188861
RP11-539E17.3,8,124205115
VWC2L-IT1,2,215374920
HLA-V,6,29758731
AC130709.1,2,68755373
RP11-277I20.2,6,145027869
RNU4-90P,5,90566544
RP5-956O18.3,1,230416058
RP11-444C12.1,1,86869859
SDCCAG3P2,1,175013762
RP11-473M20.7,16,3101992
RP13-753N3.1,17,29190939
RP11-96C21.1,15,70796246
AF196779.12,X,48929385
RNU1-128P,Y,19900883
MIR5585,1,32552550
RP11-277I20.3,6,145029242
TRIM53BP,11,89575165
AP000662.4,11,57405497
RP11-435B5.4,1,143354963
AC114755.4,2,106921211
AL691479.1,1,230451438
CTD-2161F6.3,5,4773594
KAL1,X,8496915
AC091177.1,17,29283298
RP11-64K10.1,15,70894463
OR6C72P,12,55677534
RP4-622L5.2,1,32636334
RPS27P25,12,120807243
CTC-429P9.3,19,16744614
ENSAP3,2,215562451
AGGF1P1,4,190962497
ANKRD30A,10,37414785
RP5-1114G22.2,1,175172364
AL356739.1,6,145669894
RP11-138H8.2,15,71041271
SPEF1,20,3758151
U3,6,76108577
Z73964.1,X,103065314
AC114755.3,2,106961022
FAM83A-AS1,8,124213412
RP11-543E8.1,1,230728406
RN7SL138P,17,29286583
AC087380.14,11,5539671
AC108059.1,2,128824768
MIR4463,6,76138123
RNA5SP511,X,103105726
RNU1-33P,6,145784374
RP11-848P1.3,17,29291953
RP5-1114G22.1,1,175266216
CLUHP4,4,190979057
ELMO1,7,36893961
TAS2R62P,7,143134127
RP4-651E10.3,1,87018308
RP11-543E8.2,1,230747755
RP11-213H15.1,5,90575914
RP11-415D17.4,6,76164660
RP11-370B6.1,X,103159243
CTC-429P9.5,19,16750778
AC114755.5,2,106984665
RP1-28C20.1,6,145810766
RP11-138H8.3,15,71060350
AC072062.1,2,215674953
RP4-622L5.7,1,32670370
CTD-2161F6.2,5,4775589
RP11-447H19.1,5,43231914
TRAPPC2P3,Y,19909863
RP4-651E10.4,1,87036864
CTD-2538G9.3,19,16823128
TECRP2,4,125384018
KIAA1279,10,70748487
TRIM51BP,11,89586008
RP11-138H8.4,15,71083352
ZNF318,6,43274872
MICG,HSCHR6_MHC_QBL,29777533
OR2R1P,7,143185582
RP11-415D17.1,6,76174839
OR6C5P,12,55705619
CTD-2161F6.1,5,4831812
RP3-518E13.2,1,175276354
MIR130A,11,57408671
U85056.4,4,190981535
RP11-963H4.5,17,10695376
RNU6-568P,2,88667312
RP11-77B22.2,8,15830824
RP11-166P13.3,17,55155659
U85056.3,4,190986388
RP11-99J16__A.2,1,230846444
AP000662.9,11,57485516
CTC-203F4.2,5,134734970
LINC00298,2,8062556
MIR4454,5,170174051
AL356270.1,1,87071953
MIR4663,8,124228028
HCG4P8,HSCHR6_MHC_QBL,29792350
LL0XNC01-116E7.1,X,103165225
GPKOW,X,48970334
LINC00675,17,10698230
AC073264.10,7,143229842
RP11-93I21.3,4,125421097
AC011242.5,2,43907604
OR52V1P,11,5548507
AC073657.1,15,42073346
TNR-IT1,1,175507911
OFD1P1Y,Y,19921687
SNORA70,2,215711671
TMEM151B,6,44238203
MIR492,12,95228174
UBA52P5,8,124249092
RPL29P30,15,71088936
AC012671.4,2,88673658
RP11-374P20.4,9,136919412
OR5BA1P,11,57633770
AC016708.2,2,215711852
RP13-644M16.5,4,69932113
RP11-166P13.4,17,55169506
OR6C7P,12,55736625
HCG4,6,29758816
RN7SL467P,1,230865626
RP11-129B9.2,12,95494307
C11orf84,11,63580860
DUX4L8,4,190988796
RNU1-34P,6,76183454
RP11-447G11.1,8,16133190
RP11-222A5.1,1,175846479
CTD-2636A23.2,5,43287703
RP3-466P17.1,6,146056706
MYO5A,15,52599480
CTD-2046I8.1,5,4866634
RN7SL437P,17,55489272
RNA5SP79,1,230955996
PAICSP5,7,143242279
RP11-129B9.1,12,95519536
KY,3,134321980
RPL26P20,6,76209421
Y_RNA,2,128825374
Y_RNA,4,126283974
AC072062.3,2,215886722
RP11-118E18.2,17,55599609
RP5-858B6.1,1,230959387
RNU6-628P,8,124275083
RN7SL206P,2,128879655
MTMR9LP,1,32697259
LUCAT1,5,90598846
RP11-399F2.2,4,126597873
CTD-2247C11.2,5,4967877
snoU13,8,124278882
CLCA3P,1,87099956
RP11-318C24.2,1,175873898
RP3-466P17.2,6,146058047
Y_RNA,12,95669546
AC108059.4,2,128897366
RP5-858B6.3,1,231010592
HLA-P,6,29768192
NUPL1P1,4,126602332
RP11-118E18.4,17,55678217
RP11-963H4.3,17,10752858
RNF6,13,26706253
AC114755.7,2,106986180
RN7SKP66,2,43999259
RP11-349K21.1,9,136944026
RP11-468O2.1,8,124300595
CBX3P5,12,95680094
RP11-318C24.1,1,175891111
RNU6-1048P,2,44119829
ITFG3,16,299546
RP11-474L11.3,6,76295838
LL0XNC01-116E7.2,X,103172005
RN7SL449P,17,55695469
AC144831.1,17,81061205
RP11-545I5.3,6,146136048
AC019129.1,2,44293033
AC073284.4,2,216139715
NHSL1,6,138743180
RNU7-134P,17,55762890
ETNK2,1,204100190
LINC00299,2,8147901
TMEM248P1,4,126644422
SCARNA3,1,175937534
RP11-138H8.7,15,71121469
RN7SL837P,1,231029887
snoU13,2,216167489
OR6C71P,12,55770582
OR52H2P,11,5572892
RP11-60A24.3,17,55849307
RN7SL623P,5,170293839
RNU6-1338P,6,76302771
snoU13,1,231031178
RP11-492I21.1,1,175986413
AC012462.1,2,216300976
RNU6-566P,2,44381928
AC139099.4,17,81091900
CCNB1,5,68462837
RP11-435B5.5,1,143377281
CTC-455F18.3,5,170323933
MRPL49P2,8,16232127
RP11-318I4.1,4,126991863
RP11-474L11.5,6,76320674
AL844165.1,1,231124735
PKD1L3,16,71963441
CTB-138E5.1,5,134786303
MICF,HSCHR6_MHC_QBL,29817101
RP11-195C7.1,1,176176784
RN7SKP94,17,55866810
RP13-644M16.1,4,69990992
RP11-159F24.2,5,43336266
AC012462.2,2,216318430
MIR1182,1,231155574
RP1-166H1.2,12,120827349
HCG4P7,HSCHR6_MHC_QBL,29846367
RP11-138H8.6,15,71141222
FUNDC2P3,6,146492451
PLK4,4,128802016
AC139099.6,17,81159765
LL09NC01-251B2.3,9,136997364
RNU6-875P,8,124354654
RPL7AP7,6,29770972
RP11-195C7.2,1,176200336
RNU6-1016P,6,76353800
RP11-318I4.2,4,127027294
RP11-343K8.3,17,55989694
RP11-423F24.3,1,231157357
MIR548D1,8,124360274
TMEM176B,7,150488373
RN7SKP163,6,76364686
HLA-H,HSCHR6_MHC_QBL,29846825
AC012462.3,2,216341390
RP11-13N12.2,8,16461764
RPL31P52,12,120888240
RNA5SP222,6,146661556
OR6C66P,12,55782229
PLGLA,2,106998562
KRT8P9,15,71151053
RNU6-155P,6,76477776
MICG,6,29780342
DUTP2,8,124364421
RP1-69B13.2,6,146686067
RP5-1097F14.1,1,231253577
SPICE1,3,113161565
RNA5SP209,6,76574956
LL0XNC01-116E7.4,X,103182679
AC012668.1,2,216395170
RNU2-12P,1,176212998
HCG4P8,6,29795162
DYNLL1-AS1,12,120928131
AC108059.2,2,128908728
AC019129.2,2,44393405
AC139099.1,17,81165854
HLA-DPB1,HSCHR6_MHC_COX,32965679
snoU13,6,76575681
RP11-159D12.2,17,56066400
RP11-195C7.3,1,176241619
OR6C73P,12,55790124
FSTL5,4,162305049
RP13-644M16.3,4,69997069
Y_RNA,6,76638230
RP11-715G15.1,6,146915652
RP11-13N12.1,8,16534414
MICF,6,29820140
DHFR,5,79922047
HLA-DOB,HSCHR6_MHC_DBB,32758669
RNU6-248P,6,76802551
HCG4P7,6,29855071
IMPDH1P6,8,124412822
AC139099.5,17,81168296
OR52B5P,11,5582197
RNU6ATAC,9,137029561
RNU6-261P,6,77156705
RP5-1097F14.3,1,231319844
DYNLT3P2,2,128957475
RPL5P3,15,71355440
TMEM87B,2,112812800
RP11-35J1.1,6,77232168
RP11-357J22.1,1,176274808
AC012668.2,2,216397856
RP11-559M23.1,2,44394764
RNU6-1168P,2,88683013
RNU6-734P,6,146960836
HLA-H,6,29855350
HLA-T,HSCHR6_MHC_QBL,29855621
GHc-362H12.3,X,103197629
TCEB1P6,Y,19949081
U6,6,77267370
PHC1P1,12,55804263
KATNBL1P6,6,147123495
RNU6-1007P,2,88714417
RBM48P1,4,127484664
LL09NC01-139C3.1,9,137033891
RNA5SP80,1,231417160
RP11-159F24.3,5,43484061
DPPA3P1,X,103216382
OR52T1P,11,5587908
RP11-354K4.1,6,77370203
AC012671.2,2,88727597
RP11-673C5.2,15,71439989
SNRPD2P2,1,231611702
TMEM50B,21,34804792
RP11-174I12.2,8,124575310
DDX39BP1,HSCHR6_MHC_QBL,29865581
MORF4L1P7,1,176336835
Y_RNA,12,120942374
AC139099.3,17,81174666
RN7SKP155,8,124600999
MCTP2,15,94774767
CDY6P,Y,19993979
SRSF3,6,36562145
PTP4A1P7,1,176585404
H2BFXP,X,103230535
Y_RNA,4,127949262
MCCD1P1,HSCHR6_MHC_QBL,29866823
RP13-644M16.2,4,70010452
snoU13,2,44466707
RP11-810P8.1,4,127964585
RP11-145E17.2,9,137185777
CTD-2552K11.2,8,124626465
CTD-2538G9.6,19,16912237
RP11-354K4.2,6,77484700
AC013717.3,2,44497760
HCG4B,HSCHR6_MHC_QBL,29883750
CTD-2538G9.5,19,16954836
RP11-59J16.1,3,127199533
PLA2G4B,15,42120283
RP11-295G20.2,1,231658134
AC012668.3,2,216444130
ZNF780B,19,40534167
RPS6P7,6,78205836
AC067957.1,2,45009185
HLA-T,6,29864431
RN7SL474P,8,16720709
RN7SL835P,19,17018272
MIR3118-3,1,143424141
RP11-546B8.3,5,170678870
HLA-K,HSCHR6_MHC_QBL,29885447
HNRNPA1P53,11,5592477
RN7SL823P,19,17021303
EEF1A1P19,5,43495175
RPL29P24,12,120960467
RP11-468H14.2,8,16988690
BX004987.1,1,143437327
STXBP5-AS1,6,147163037
CTD-2528A14.1,19,17119999
RP11-245A18.1,8,124936999
RP11-59J16.2,3,127208396
CTD-2247C11.1,5,4974803
MIR4669,9,137271257
RP11-435B5.6,1,143498344
DDX39BP1,6,29874320
Y_RNA,1,32752053
LL0XNC01-240C2.1,X,103317106
MPL,1,43803478
MIR488,1,176998499
RP11-673C5.1,15,71457109
CTD-2528A14.3,19,17162804
CTC-321K16.1,5,134895267
RP11-473E2.2,9,137397318
RP4-612B15.3,1,87169185
FER1L6-AS1,8,124996378
RP4-811H24.9,1,32814795
PDCD7,15,65409717
FOXI3,2,88747726
MCCD1P1,6,29875560
CTD-2528A14.5,19,17206228
CCDC8,19,46913629
AL021398.1,1,177155496
AC023593.1,3,127383547
RP11-435B5.7,1,143527555
SNORD112,6,78646918
LINC00607,2,216476286
RP4-612B15.2,1,87250596
HLA-U,HSCHR6_MHC_QBL,29891332
snoU13,5,170710663
RNVU1-1,1,143647014
USP9YP7,Y,20020635
RP11-89K21.1,2,45147332
RNA5SP139,3,127682451
CTD-3032J10.2,19,17263398
RP3-390M24.1,6,79314184
RP1-35C21.1,1,177320722
HCG4B,6,29893760
RP13-644M16.4,4,70047378
RP11-546B8.1,5,170772347
RNU2-37P,3,127793916
GAPDHP20,1,32867710
RP11-468H14.1,8,17007810
RP11-173D14.3,6,79519432
HCG4P5,HSCHR6_MHC_QBL,29899233
RUVBL1-AS1,3,127794653
CTC-321K16.4,5,134984273
RP6-206I17.1,1,143647638
HLA-K,6,29894236
RP11-110A12.2,12,55828521
AC017079.3,2,128960935
RP11-242F4.2,8,17082473
AC015691.13,11,5593552
RP11-592N21.1,15,71633466
HLA-W,HSCHR6_MHC_QBL,29913778
RP1-35C21.2,1,177362423
RNU6-823P,3,127860718
AL356776.1,6,79671213
AC106827.2,3,65926922
RPL11P5,12,121031818
ZNF804A,2,185463093
RP11-959I15.4,8,125048251
AC009009.1,5,135048808
CTD-3032J10.4,19,17288320
DENND3,8,142127377
RP4-604K5.3,1,87397882
MIR1280,3,128081008
RP11-65L3.4,2,179405852
RP11-477E3.2,6,79777409
PHBP10,X,103891897
LINC00582,1,231727038
CTD-3032J10.3,19,17317947
RP11-473E2.4,9,137419028
AC011431.1,5,135078151
OR52U1P,11,5740520
RP4-604K5.2,1,87409368
FER1L6-AS2,8,125058314
DNAJB8-AS1,3,128182437
PNMAL1,19,46969748
RP11-65L3.2,2,179413611
RP11-728G15.1,12,121067908
AL122019.1,1,177522005
RP11-704M14.1,4,70047818
HMGN3-AS1,6,79943435
MED1,17,37560538
RP11-171I2.5,2,179441830
RP11-384B12.2,1,87510618
MICD,HSCHR6_MHC_QBL,29927983
RN7SL339P,5,170786121
RP11-63B19.1,1,177669659
LINC01020,5,5034472
HLA-U,6,29901878
ADAM24P,8,17327027
RP11-171I2.2,2,179443517
RNU5A-5P,1,231806381
RP11-592N21.2,15,71634663
RP11-475N22.4,3,128208055
MAD1L1,7,1855429
RP11-384B12.3,1,87511558
RP11-46B11.2,6,79987822
RP11-117L6.1,5,170792599
RP11-959I15.1,8,125154129
DISC1-IT1,1,232061580
AC108868.3,2,107087255
HCG4P5,6,29909852
USP9YP6,Y,20024579
PPIL3,2,201735630
AC108861.1,15,71767826
RP11-213H15.4,5,90608874
RP5-865N13.2,1,232295837
RP11-171I2.4,2,179481308
IGHV1-46,14,106967049
HLA-DMB,HSCHR6_MHC_QBL,32831136
RP11-473E2.3,9,137444584
RNVU1-2,1,143670468
AC011431.2,5,135136918
HLA-W,6,29924373
RP11-704M14.2,4,70081626
HCG9,HSCHR6_MHC_QBL,29932284
RP5-865N13.1,1,232310678
IFT81,12,110562140
RNU1-13P,1,143673129
MIR5692C1,5,135138674
RP11-159F24.6,5,43511160
RPL18AP14,X,104048595
RP11-171I2.3,2,179509444
Y_RNA,6,80011680
RP11-159D12.10,17,56154252
RP11-159F24.5,5,43515376
RP11-284L19.1,1,232357684
RP3-508D13.1,6,80036285
RP11-171I2.1,2,179588184
ARF1P3,8,125164164
IGHV3-48,14,106993814
OR52P1P,11,5747732
CTD-2061E19.1,5,90650295
RN7SL299P,1,232358612
MSX2P1,17,56234389
RP11-88L24.4,2,179641653
RNU6-1211P,1,232835950
CD8BP,2,107103824
RP11-395N6.4,1,32887580
RP6-206I17.2,1,143687097
MIR548V,8,17539087
MICD,6,29938578
DDX39BP2,HSCHR6_MHC_QBL,29950408
COL5A1-AS1,9,137541231
RP1-232L24.2,6,80064160
RP11-66A2.1,1,232853817
NNT-AS1,5,43571696
MCCD1P2,HSCHR6_MHC_QBL,29951635
RP1-232L24.4,6,80115957
KCTD9P2,X,104650318
RGS11,16,318300
FAM9A,X,8758836
LRRC37A12P,1,32888815
DAQB-331I12.15,HSCHR6_MHC_QBL,31930550
CTD-2061E19.6,5,90651197
NR2E3,15,72084977
AC093850.2,2,216582766
RP4-798P15.3,1,177897923
RNU7-104P,2,179696098
RP11-66A2.2,1,232863000
AC017079.4,2,128975162
HCG9,6,29942889
RP1-232L24.3,6,80130014
RPS6P2,2,179866483
RP11-37N22.1,8,125204912
TMEM140,7,134832824
RP11-173P15.3,12,121134927
RP11-497D6.3,6,147180317
LINC01140,1,87595448
RNU1-125P,16,3119524
OR56B2P,11,5786326
RP11-326L2.1,8,17561497
RNU1-74P,1,232967763
AC012671.1,2,88762285
AC093850.1,2,216669454
RNF220,1,44870866
RP11-665C16.1,14,55749014
BZRAP1-AS1,17,56402811
MAGIX,X,49019061
RP4-659I19.1,1,233052981
RNA5SP256,8,17605627
RAB5CP2,5,90772199
RP11-473M20.9,16,3126912
RP11-497D6.5,6,147269664
CHMP4BP1,14,55765362
AC122136.2,2,216734646
RN7SL122P,1,32923436
RP11-156K13.1,8,17658854
GOLGA8G,15,28764757
TMEM69,1,46152886
TSNAXIP1,16,67840668
RP11-618I10.1,4,70108346
AC097495.2,2,69059176
Y_RNA,2,129108403
CDY7P,Y,20063469
SIX3-AS1,2,45167293
RNU6-756P,8,125272887
RP3-337D23.3,6,147480061
ACA59,2,179887984
DBIP1,6,80146625
AC104134.2,2,88838238
Y_RNA,1,33105552
RPS7P3,1,233424614
RP11-665C16.5,14,55792552
RPS24,10,79793518
NCRNA00171,HSCHR6_MHC_QBL,29958305
RNU6-207P,X,104920064
OR52N3P,11,5821594
AL603650.2,9,137740819
RNA5SP103,2,129202655
RP11-383J24.1,8,125283924
snoU13,2,179990263
RP11-114B7.6,1,33183335
AC122136.1,2,216743556
DDX39BP2,6,29960986
Z97356.1,X,105104682
AC093911.1,2,180138558
RP11-361F15.2,6,147708800
ISCA1P6,2,129276362
OSBPL7,17,45884738
MCCD1P2,6,29962214
AC093382.1,2,216804031
RP11-383J24.2,8,125313556
AL031602.1,1,33391895
RP11-806O11.1,8,17666450
AL603650.3,9,137741021
POLHP1,2,217021065
RP11-342L8.2,6,80262511
RP4-803A2.1,1,33445543
RP11-1198D22.3,5,70511133
Y_RNA,10,37591928
RP5-862P8.3,1,233431071
AC012513.4,2,217039619
PPP5D1,19,46984053
RP11-173P15.5,12,121159310
RP11-383J24.6,8,125318430
MIR3689C,9,137741144
YAP1P1,6,147728025
RP11-1198D22.1,5,70516183
RNU4-77P,1,233584372
AC069294.1,7,99310660
RP11-177G23.2,6,80270849
RP11-560L11.1,X,105314472
OAS2,12,113416200
OR52E7P,11,5895190
MIR4427,1,233759898
LINC00993,10,37598113
MIR4700,12,121160996
MIR3689A,9,137741333
RP11-566E18.3,2,217081768
AC114296.1,5,135140194
RP11-757A13.1,7,99364166
RP1-159G19.1,6,80513300
TMEM132B,12,125671382
CTD-2210P15.2,5,43587020
U91324.1,2,8279532
RNF139-AS1,8,125474726
RP11-119J18.1,5,135148356
MIR3689D1,9,137741455
RP11-301G21.1,1,233971826
IGHV3-49,14,107012938
CTD-3244O18.7,7,99417641
USP9YP34,Y,20096229
SNORA70,5,170793122
AC025016.1,11,5959981
AL132875.1,6,80536510
GS1-39E22.2,5,135233326
RP11-546B8.5,5,170793303
RNVU1-3,1,143687359
AC097495.3,2,69059948
RP11-809F4.4,3,175786895
FBXO5,6,153291664
RP1-92C4.1,6,80564401
RP6-206I17.3,1,143719663
RP11-734C14.2,11,57637794
RP11-488L4.1,1,234086184
AC012513.6,2,217124318
GS1-39E22.1,5,135236042
RP11-307P5.1,6,147981839
RP11-451K18.7,11,5988407
RP11-78E6.1,3,175831490
CTD-3244O18.5,7,99467464
ZNRD1-AS1,6,29968788
AC012354.6,2,45181803
MIR3912,5,170813660
IGHV5-51,14,107034729
RAC1P7,1,234162597
RP11-1198D22.2,5,70529154
RP4-803A2.2,1,33452553
AL139139.1,1,87616981
AL603650.4,9,137741659
RP6-206I17.4,1,143719704
OR5AZ1P,11,57684769
AC012451.1,2,129338065
CTD-2247C11.4,5,5046909
RP11-156K13.2,8,17739552
CYP3A52P,7,99469791
RP1-92C4.2,6,80581590
VTRNA2-1,5,135416160
MIR3126,2,69330814
AL603650.1,9,137741837
RP4-544H6.2,1,87819207
AC069155.1,2,217168048
MIR503,X,133680358
AC011410.1,5,171197534
AC132192.1,11,9481747
GAPDHP63,6,80662722
KRT18P58,11,6015106
CENPB,20,3764498
AL109844.1,1,143876891
RP4-799P18.2,1,234348352
AC113342.1,5,171507909
RP11-136K7.2,5,70647682
LINC00629,X,133684003
AL139812.1,X,105570887
ADAT2,6,143743969
RP11-71G7.1,3,176321931
AC068483.1,2,129821419
RP4-604G5.1,7,99527015
AC083862.1,7,134832797
RP11-156K13.3,8,17763265
RNA5SP329,11,6038226
RPL29P12,5,43666867
AC108868.5,2,107138359
RPL35AP18,6,80673932
RP4-799P18.4,1,234397452
OR5BD1P,11,57713070
SRGAP2B,1,143913615
OR56A7P,11,6067037
CXCL17,19,42932440
SNORA57,5,171679338
MIR3689B,9,137741971
Y_RNA,7,99534233
RP11-173P15.7,12,121178273
Y_RNA,2,217216126
CTD-2215E18.1,5,96424779
RP4-799P18.3,1,234404329
RNA5SP52,1,87918923
KLF3P1,5,171681422
Y_RNA,X,105669798
AC011747.3,2,8683722
TAP2,HSCHR6_MHC_DBB,32767739
OR52L2P,11,6078546
RP1-117O3.2,1,33452676
NMNAT3,3,139279022
SMAD5-AS1,5,135465196
SNORA40,7,99549656
RP11-296E7.1,6,80774003
AC098820.2,2,217250011
RP11-308B5.2,X,133733487
NAP1L4P2,X,105709772
RP5-1027O11.1,1,88365592
MIR3689D2,9,137742123
CYCSP26,11,57772858
OR52X1P,11,6088103
RP4-799P18.5,1,234420718
RNA5SP96,2,69409029
AC012354.8,2,45223552
RNU6-1065P,17,10761216
RP11-415J8.7,1,33726813
AC011747.4,2,8699963
MIR4671,1,234442213
RPL21P133,X,133741187
RNU6-1216P,2,69410009
AC016831.7,HG1308_PATCH,130517374
RPL15P21,17,10763852
FGA,4,155504278
AK4P5,6,80787446
RP11-644C3.1,3,176361729
BID,22,18216906
CDK8,13,26828276
AZGP1P1,7,99578385
AC108868.6,2,107159470
MRPL3,3,131181056
RP11-307P5.2,6,148062570
RP11-85D18.1,2,69478950
AC098820.3,2,217343753
RP11-8L21.1,5,43874469
C6orf229,6,24797549
MIR29B1,HG1308_PATCH,130544646
RP5-827C21.1,1,234492450
CTA-21C21.1,1,88778836
AC005284.1,17,10957105
AL513327.1,1,33764975
Y_RNA,2,69561732
RP11-290F24.3,11,6129365
AC093702.1,2,45240353
RN7SL601P,17,11060772
IPP,1,46159996
RNA5SP147,3,176481021
RP11-136K7.3,5,70668503
LIX1,5,96427574
ZNF780A,19,40575059
RP11-138A9.1,HG1308_PATCH,130593863
RP11-250B2.6,6,81065141
AC005725.1,17,11170622
AC009014.3,5,135527156
RP11-415J8.3,1,33772967
RP11-255G21.1,3,176531943
MIR3689E,9,137742416
RNU6-381P,5,44066726
RN7SL583P,1,88943514
RP11-427H3.3,2,69685129
RP11-242F11.2,6,148338558
RP11-680C21.1,17,11191522
ARF1P2,12,121282913
FAM9B,X,8992273
MIR3689F,9,137742588
RNF113A,X,119004497
FGF10-AS1,5,44388834
RNU6-899P,11,57794178
MTND5P15,3,176728507
RP11-76N22.1,1,88963992
AC005701.1,17,11644693
MIR3605,1,33797994
RP3-365I19.2,1,144043972
CTD-2547L16.1,8,17942377
HCG4P3,HSCHR6_MHC_QBL,29963417
VN2R9P,11,57808180
AC098820.4,2,217347755
EEF1A1P12,2,107313787
RP11-628O18.1,17,11778249
RPL17P25,6,81083732
RPS7P12,X,133784860
RN7SKP16,1,33802167
CLIC1P1,12,121352203
RP11-498D10.6,16,71963914
RP11-289H16.1,1,144089214
RP11-659P15.1,11,57811582
RP11-1096G20.5,17,11857206
RP5-827C21.2,1,234492752
AC073321.3,2,217455149
RP11-76N22.2,1,89003196
RP11-415J8.5,1,33815953
KBTBD3,11,105921825
RP11-631F7.2,6,148454945
TBL1XR1-AS1,3,176762649
CTD-2247C11.5,5,5069305
PMCHL2,5,70671613
HLA-J,HSCHR6_MHC_QBL,29963880
RP5-827C21.6,1,234507932
RP11-250B2.3,6,81153061
Y_RNA,3,176838479
RPL21P122,17,11901670
LINC01121,2,45392009
RPL39P31,16,72025050
RNU4-44P,X,133894238
RP11-659P15.2,11,57839850
RP11-263F14.3,9,137760082
RNU6-681P,3,176843805
RP11-631F7.1,6,148558721
TRPC7-AS1,5,135549736
Z83826.1,X,134029784
RP5-827C21.4,1,234508553
AL138837.1,1,33907626
AC073321.4,2,217469494
LINC00501,3,177012230
RNU6-616P,X,134052340
UBD,HSCHR6_MHC_QBL,29523310
TLR12P,1,33931850
AC005682.8,7,22928990
ST6GAL2-IT1,2,107439379
RNU6-1222P,6,148599808
RP3-473B4.3,X,134083579
NDUFA1,X,119005450
CYP51A1P3,6,148799829
RPL36AP10,1,89043563
RP4-580O19.2,1,33977608
ASS1P7,3,177014949
RN7SKP73,5,5126159
DNAJC28,21,34860497
RP5-855F14.1,1,234663637
OR9L1P,11,57844820
TRPC7-AS2,5,135639445
RP13-483F6.1,X,105806004
RP11-447M12.2,9,137828997
CTD-2297D10.2,5,5132893
RP11-706D8.3,3,177055416
HMGB3P31,X,134095741
RNU6-125P,1,89282462
LINC00623,1,144275918
AC087237.1,12,20125799
WDR91,7,134868590
AC016994.2,2,107450920
HSPD1P14,1,34304124
RP11-250B2.5,6,81176675
RP11-664H17.1,12,20167714
TCEB1P19,1,89294785
TMEM242,6,157710418
HSPD1P18,5,135716956
AL033378.1,6,148845289
RNU6-808P,12,95684468
RN7SL604P,2,69743883
CTC-465D4.1,12,20273914
MIR331,12,95702196
SNORA36C,2,69747175
RP11-85L21.4,X,134193715
SNRPEP6,6,148888514
RP5-855F14.2,1,234701044
RP11-250B2.2,6,81179788
PPP1R2P5,2,107557336
PLEKHG1,6,150920999
RP11-399H11.3,9,138096568
MIR3685,12,95703699
MIR548AN,X,105883044
RP11-77O7.1,2,69821873
RP11-284H19.1,12,20514666
RP11-82K18.2,1,89389053
RP11-1070N10.3,14,95982473
RP11-167N24.5,12,95781666
RP4-604G5.3,7,99590020
RP11-473L15.3,5,44495720
U8,1,234729021
EEF1A1P40,X,106275478
HNRNPA1P13,5,135764581
RNU11-2P,17,11939813
AC092431.2,2,69824485
Y_RNA,1,89485929
UBE2L2,12,20602589
RP4-781K5.2,1,234742754
RP11-167N24.4,12,95782375
RP11-399H11.2,9,138137542
MIR744,17,11985216
AC011747.6,2,8741022
NCLP2,X,134209166
PTGES3P1,1,89569968
SMAP2,1,40810522
LINC00184,1,234765057
OR2H2,HSCHR6_MHC_QBL,29555617
RP11-461H3.2,6,148968843
RP11-471L13.3,17,12018864
SSR3,3,156257929
RP11-167N24.3,12,95801711
RP11-11L12.2,6,81208913
TLX1NB,10,102849078
CDC20,1,43824626
RP11-503D12.1,5,44698533
HCG4P3,6,29973898
RP11-471L13.2,17,12104917
FSIP2,2,186603355
GTF3C3,2,197627756
RP11-486E2.1,6,81265558
RN7SL383P,5,44716292
RP11-424C20.2,12,20704524
CTD-2524L6.3,15,72110737
GLRX5,14,95999840
RP11-555H7.2,9,138244530
AC005040.3,2,107579649
RP4-781K5.9,1,234780412
CTD-2297D10.1,5,5142251
SERPINA13P,14,95107062
RP11-80N2.2,12,20997999
LINC00670,17,12453099
HLA-J,6,29974360
AC006227.1,2,107871147
RP4-781K5.4,1,234782035
CDKN1A,6,36644305
RP5-1007G16.1,1,34334554
TCEB1P31,12,21600479
RP4-620F22.2,1,89726265
CTD-2547L16.3,8,17946078
RP11-53O19.1,5,44745002
RP11-162J8.2,6,149276764
HUG1,10,102882536
